object_id,split,Z,EBV,is_train,target,Z_err
riel_lacha_Eluwaith,split_05,0.28,0.089,0,,0.02628
rist_lavan_drafn,split_05,0.3043,0.026,0,,0.0256
rist_rochben_Gonhir,split_05,1.159,0.035,0,,0.04163
rochben_aras_lalaith,split_05,1.009,0.021,0,,0.04095
rochben_sador_hand,split_05,0.2511,0.04,0,,0.0246
rochir_cirion_manadh,split_05,0.7908,0.128,0,,0.03672
rodwen_melethril_alag,split_05,0.7107,0.122,0,,0.03411
rom_in_eryn,split_05,0.2383,0.038,0,,0.02584
romru_limlug_amloth,split_05,2.155,0.027,0,,0.06336
romru_magol_hud,split_05,0.4802,0.264,0,,0.02968
rovalug_Eluwaith_meril,split_05,0.7099,0.046,0,,0.03417
rovalug_fast_curunir,split_05,0.4919,0.009,0,,0.02973
rudh_melethron_toll,split_05,1.507,0.013,0,,0.05023
rust_gorn_dam,split_05,0.3592,0.035,0,,0.02733
sador_lebenedh_imrad,split_05,0.4316,0.046,0,,0.02877
sador_melethron_ris,split_05,0.2336,0.055,0,,0.02559
saelor_midh_edlothiad,split_05,0.3577,0.034,0,,0.02703
saew_grond_fae,split_05,1.047,0.02,0,,0.04188
salab_rudh_narthan,split_05,0.5611,0.037,0,,0.0317
salab_sirion_aderthad,split_05,0.4228,0.115,0,,0.02907
salph_adan_haeron,split_05,0.5116,0.011,0,,0.02952
salph_celeb_ank,split_05,0.4857,0.043,0,,0.02991
sammar_tavor_puig,split_05,0.1182,0.066,0,,0.02237
sirion_dam_nimp,split_05,0.2679,0.023,0,,0.02571
sirion_puig_gondrath,split_05,0.3357,0.011,0,,0.02779
sirion_rist_hast,split_05,1.069,0.038,0,,0.04115
soga_dannas_curunir,split_05,0.5749,0.03,0,,0.03184
soga_nath_firen,split_05,0.4556,0.017,0,,0.02914
suil_eilian_merilin,split_05,0.3584,0.046,0,,0.02744
suil_gul_glae,split_05,0.3269,0.103,0,,0.02671
suil_rust_gaur,split_05,0.5721,0.08,0,,0.03064
tachol_celair_cugu,split_05,2.182,0.021,0,,0.06337
tachol_lass_rovalug,split_05,0.3716,0.008,0,,0.0273
tachol_lebenedh_amon,split_05,0.8433,0.041,0,,0.03678
talraph_tathar_lebenedh,split_05,1.063,0.024,0,,0.04248
tamin_elvellon_amarth,split_05,0.6842,0.036,0,,0.03433
tamin_law_Ennor,split_05,0.31,0.011,0,,0.02655
tann_tang_cund,split_05,0.4011,0.012,0,,0.02859
tathar_aran_pess,split_05,0.4228,0.024,0,,0.02842
tavor_eredh_hervenn,split_05,0.7521,0.028,0,,0.03624
tegilbor_baug_hud,split_05,0.2468,0.07,0,,0.02487
thamas_perian_rhun,split_05,1.611,0.012,0,,0.05277
thangail_forodrim_nost,split_05,1.832,0.065,0,,0.0577
thangail_galadh_maecheneb,split_05,0.3767,0.048,0,,0.02763
thangail_narthan_hun,split_05,0.7254,0.047,0,,0.03469
thavron_eredh_salab,split_05,0.3626,0.022,0,,0.02729
thurin_fang_aith,split_05,0.7603,0.044,0,,0.03495
thurin_fervain_alae,split_05,0.4245,0.016,0,,0.0282
thurin_gaur_Mirion,split_05,0.3238,0.023,0,,0.02666
thurin_uan_per,split_05,0.536,0.028,0,,0.03029
tinnu_rhach_pendrath,split_05,0.2813,0.019,0,,0.02581
tinuviel_ruith_tavor,split_05,0.3573,0.084,0,,0.02735
tirith_lost_dol,split_05,1.769,0.029,0,,0.05607
tobas_lalaith_aith,split_05,0.3849,0.062,0,,0.02756
uan_romru_ingem,split_05,2.349,0.01,0,,0.06726
uanui_andrann_bass,split_05,0.3904,0.013,0,,0.02818
uanui_saig_aranarth,split_05,0.2703,0.038,0,,0.02552
uir_hub_dirnaith,split_05,0.4605,0.033,0,,0.02901
uir_minai_gwaloth,split_05,0.2716,0.066,0,,0.02584
uir_muil_glae,split_05,0.4818,0.067,0,,0.02897
ulug_adab_ris,split_05,0.3939,0.02,0,,0.0285
ulug_heleg_mithril,split_05,0.8844,0.01,0,,0.03597
ulug_lobor_nidh,split_05,0.2424,0.016,0,,0.02541
ulug_pod_alph,split_05,0.1916,0.052,0,,0.02503
uruk_adan_ang,split_05,0.4549,0.027,0,,0.02936
uruk_lossen_in,split_05,0.4482,0.054,0,,0.02798
uruk_midh_maethor,split_05,0.9896,0.06,0,,0.03882
vin_gwanur_lagor,split_05,0.6174,0.101,0,,0.03274
yll_morgul_Mirion,split_05,0.733,0.033,0,,0.03432
Dornhoth_glae_aras,split_06,0.6212,0.03,0,,0.03149
Druadan_aeglir_rhach,split_06,0.9098,0.014,0,,0.03803
Druadan_nidh_rhosc,split_06,1.16,0.097,0,,0.04282
Elrim_gwathui_mil,split_06,0.888,0.014,0,,0.03871
Elrim_ingem_melethron,split_06,0.4521,0.058,0,,0.02933
Elrim_ist_gwaun,split_06,1.091,0.017,0,,0.04334
Elrim_ogol_ylf,split_06,1.833,0.025,0,,0.05611
Eluwaith_rodwen_hervenn,split_06,1.541,0.081,0,,0.04957
Ennor_nana_roch,split_06,1.085,0.056,0,,0.04146
Gonhir_achad_ist,split_06,0.2497,0.024,0,,0.0259
Gonhir_dam_aeruil,split_06,0.2647,0.011,0,,0.02491
Mithrim_nidh_pess,split_06,0.1817,0.14,0,,0.02418
Mithrim_nimp_pennas,split_06,0.5561,0.027,0,,0.03059
Sindarin_salph_iphant,split_06,0.2782,0.048,0,,0.02548
Tawarwaith_hervenn_hal,split_06,1.914,0.122,0,,0.05752
ablad_fast_amon,split_06,1.313,0.033,0,,0.04586
ablad_gwachaedir_haust,split_06,0.2587,0.006,0,,0.02453
ablad_saew_lhug,split_06,0.6125,0.105,0,,0.03206
achad_emel_lembas,split_06,0.218,0.226,0,,0.02445
achas_aith_Ennor,split_06,0.4522,0.038,0,,0.02994
achas_thamas_laer,split_06,0.8326,0.064,0,,0.03776
adab_rusc_heleg,split_06,0.2016,0.024,0,,0.02472
adan_amath_rust,split_06,0.3092,0.026,0,,0.02689
adar_muil_navaer,split_06,1.102,0.024,0,,0.04193
aduial_rusc_glae,split_06,0.9374,0.018,0,,0.03889
aear_gorn_iaun,split_06,0.1858,0.146,0,,0.02284
aear_rist_drego,split_06,0.1304,0.167,0,,0.02268
aegas_gilgalad_grond,split_06,0.9871,0.019,0,,0.03969
aeglir_callon_elu,split_06,0.2755,0.013,0,,0.02582
aeglir_iphant_iaun,split_06,1.025,0.018,0,,0.03886
aes_bain_edlothiad,split_06,0.1812,0.124,0,,0.02437
aes_cae_corch,split_06,0.1512,0.022,0,,0.02399
aes_faradrim_thangail,split_06,0.5436,0.018,0,,0.0308
aes_hal_acharn,split_06,0.322,0.028,0,,0.02704
agar_randir_tann,split_06,1.348,0.009,0,,0.04565
agar_suil_amarth,split_06,2.356,0.117,0,,0.06763
agarwaen_lam_saer,split_06,0.5726,0.014,0,,0.03184
agor_cuin_lam,split_06,0.704,0.059,0,,0.03437
agor_per_saig,split_06,0.2273,0.016,0,,0.02472
ai_aran_rhovan,split_06,0.6547,0.043,0,,0.03365
aith_archam_cair,split_06,0.1177,0.026,0,,0.02163
aith_curunir_minai,split_06,0.3004,0.063,0,,0.02569
alae_cabed_tobas,split_06,0.2844,0.025,0,,0.02482
alph_cabor_celon,split_06,0.2613,0.106,0,,0.02471
alph_lachenn_vin,split_06,0.6069,0.012,0,,0.03181
amlug_Mirion_lang,split_06,1.906,0.022,0,,0.05909
amlug_gond_galas,split_06,0.5015,0.096,0,,0.03073
amon_hub_rhovan,split_06,0.4685,0.012,0,,0.02942
andrann_malad_pendrath,split_06,0.6869,0.026,0,,0.03498
ank_nath_hand,split_06,0.3036,0.006,0,,0.02532
ank_ruith_midh,split_06,0.2924,0.126,0,,0.02619
annon_cugu_aeruil,split_06,0.1381,0.014,0,,0.02329
anwar_aeruil_lunt,split_06,0.4718,0.018,0,,0.03048
araf_hervess_tamin,split_06,0.5729,0.053,0,,0.0314
araf_law_faun,split_06,0.5138,0.027,0,,0.02996
aran_agor_gondrath,split_06,0.03631,0.036,0,,0.02125
aran_guldur_bregedur,split_06,0.1164,0.231,0,,0.02232
aranarth_cirdan_bain,split_06,1.115,0.02,0,,0.04308
aranarth_muil_uan,split_06,0.2688,0.012,0,,0.02459
aras_fuin_law,split_06,0.6719,0.024,0,,0.03306
aras_lin_ira,split_06,0.924,0.023,0,,0.03749
archam_sirion_aerlinn,split_06,0.5526,0.018,0,,0.03113
badhor_gwael_nothrim,split_06,0.2863,0.085,0,,0.0258
badhor_honeg_gorn,split_06,0.2658,0.164,0,,0.02484
badhor_sirion_espalass,split_06,0.4348,0.098,0,,0.02949
barad_manadh_iphant,split_06,0.4604,0.133,0,,0.02939
bass_lunt_muil,split_06,0.5425,0.017,0,,0.03059
bellas_grond_gwilwileth,split_06,0.3696,0.033,0,,0.02721
bellas_ira_lend,split_06,0.2756,0.016,0,,0.02462
bellas_ithildin_anann,split_06,0.2732,0.046,0,,0.02452
bragol_aeglir_tamin,split_06,0.9346,0.014,0,,0.03846
braig_lasguil_honeg,split_06,0.7376,0.106,0,,0.03432
bregedur_saew_fervain,split_06,0.1583,0.024,0,,0.0233
bronwe_rom_aran,split_06,0.4436,0.034,0,,0.02922
cabed_Gwathuirim_amlug,split_06,0.08727,0.093,0,,0.02135
cabed_rusc_aiglos,split_06,0.3593,0.016,0,,0.02622
cae_lachenn_Gwathuirim,split_06,0.3479,0.175,0,,0.02757
calad_law_heron,split_06,0.2817,0.084,0,,0.02522
callon_ira_gwilwileth,split_06,0.2192,0.02,0,,0.02423
celair_nim_hul,split_06,1.422,0.184,0,,0.04683
celeb_heledh_merilin,split_06,0.5387,0.029,0,,0.03112
certh_uanui_mil,split_06,0.2254,0.018,0,,0.02427
cuil_caras_mindon,split_06,0.4685,0.053,0,,0.02962
cund_agar_emel,split_06,1.085,0.083,0,,0.04324
curunir_gellui_nur,split_06,0.09064,0.293,0,,0.02173
curunir_gobennas_eirien,split_06,0.5222,0.054,0,,0.03054
cyron_gath_nimbrethil,split_06,1.215,0.011,0,,0.04467
daen_cabor_sador,split_06,0.2824,0.084,0,,0.02609
dagnir_amdir_neledh,split_06,0.2922,0.04,0,,0.02605
dagnir_gaur_minuial,split_06,1.009,0.014,0,,0.04102
dannas_pod_glass,split_06,2.747,0.068,0,,0.07589
dirnaith_aderthad_amloth,split_06,0.1497,0.019,0,,0.02282
dirnaith_lalaith_muinthel,split_06,0.8883,0.016,0,,0.03875
dirnaith_nimp_hu,split_06,0.548,0.02,0,,0.03086
dol_certh_lang,split_06,0.4391,0.034,0,,0.02869
dol_gond_mil,split_06,0.9143,0.016,0,,0.03849
dol_rom_gaw,split_06,0.07264,0.321,0,,0.0215
drafn_alagos_ulug,split_06,0.215,0.031,0,,0.02458
drafn_amdir_nur,split_06,0.432,0.014,0,,0.02855
drafn_celeb_gaw,split_06,0.9526,0.013,0,,0.03887
draug_pent_merilin,split_06,0.2499,0.021,0,,0.02466
draug_saig_gond,split_06,0.5242,0.083,0,,0.03101
draug_tinnu_lorn,split_06,0.03475,0.061,0,,0.02133
drego_bronwe_cair,split_06,0.6002,0.01,0,,0.03147
drego_hal_Ithil,split_06,0.1574,0.027,0,,0.02331
duin_vin_soga,split_06,0.5886,0.073,0,,0.03201
dunadan_bregedur_aras,split_06,1.299,0.02,0,,0.0455
dunadan_forodrim_hervenn,split_06,1.08,0.034,0,,0.04135
dunadan_imrath_galas,split_06,0.5451,0.01,0,,0.02969
dunadan_ris_tathar,split_06,1.125,0.022,0,,0.04261
echad_cund_maen,split_06,0.3637,0.026,0,,0.02723
eilian_lembas_eredh,split_06,0.4176,0.051,0,,0.0273
eirien_gellui_calad,split_06,0.2526,0.042,0,,0.02455
eirien_heleg_tirith,split_06,0.9452,0.033,0,,0.03803
elu_ang_galas,split_06,1.228,0.031,0,,0.04549
elvellon_Gonhir_bronwe,split_06,0.8559,0.106,0,,0.03772
elvellon_saer_hud,split_06,0.9424,0.013,0,,0.03896
emel_lebdas_aran,split_06,0.3683,0.01,0,,0.02682
emel_perian_minuial,split_06,0.08979,0.114,0,,0.0216
ennorath_eglan_gul,split_06,1.488,0.028,0,,0.05015
erchion_alph_corch,split_06,0.632,0.047,0,,0.03192
eryn_fae_cuin,split_06,0.4525,0.038,0,,0.02912
espalass_bellas_ai,split_06,0.428,0.083,0,,0.02925
fae_galenas_muinthel,split_06,0.6142,0.024,0,,0.03299
faen_ram_drafn,split_06,0.5161,0.125,0,,0.03099
fang_gwilwileth_Eluwaith,split_06,0.5828,0.038,0,,0.03091
fang_heron_malad,split_06,0.5835,0.119,0,,0.03173
faradrim_haudh_uan,split_06,0.5183,0.017,0,,0.02994
fast_minas_menel,split_06,1.122,0.074,0,,0.04042
fern_badhor_luin,split_06,0.115,0.092,0,,0.0224
fern_ram_aduial,split_06,0.1547,0.012,0,,0.02313
firiel_suil_Druadan,split_06,0.5178,0.077,0,,0.02965
fuin_cuil_alag,split_06,0.5244,0.148,0,,0.03038
galadh_eglan_adab,split_06,2.317,0.037,0,,0.067
galadh_nell_fuin,split_06,0.9664,0.038,0,,0.0396
galadhrim_caras_naer,split_06,1.327,0.075,0,,0.04614
galadhrim_tobas_saelor,split_06,0.2429,0.02,0,,0.02468
gas_Eru_gwaun,split_06,0.9298,0.013,0,,0.03984
gas_hadhod_magol,split_06,1.077,0.054,0,,0.04099
gas_inias_aranarth,split_06,1.437,0.014,0,,0.04818
gas_mir_cabor,split_06,0.07393,0.077,0,,0.02163
gath_lacha_noroth,split_06,0.3104,0.019,0,,0.02589
gaur_maethor_alae,split_06,1.168,0.09,0,,0.04373
gaw_ram_nidh,split_06,0.09749,0.012,0,,0.02125
gellui_maethor_Gwathuirim,split_06,1.139,0.026,0,,0.04318
gellui_pod_elvellon,split_06,0.5036,0.039,0,,0.0298
gil_aerlinn_callon,split_06,0.6232,0.264,0,,0.03308
gilgalad_naer_tachol,split_06,0.5214,0.073,0,,0.02941
glae_luith_nim,split_06,0.2658,0.051,0,,0.02557
glamog_haradrim_rist,split_06,0.2582,0.117,0,,0.02495
glandagol_honeg_bronwe,split_06,0.8934,0.012,0,,0.0383
glaur_pess_aphadrim,split_06,0.7037,0.053,0,,0.03416
gli_laug_ingem,split_06,0.3586,0.015,0,,0.02754
gli_mithren_alag,split_06,0.2443,0.014,0,,0.02456
gobennas_gwathui_laes,split_06,0.861,0.008,0,,0.03728
gond_cund_uruk,split_06,0.4697,0.035,0,,0.0291
gond_hwiniol_nim,split_06,0.5215,0.016,0,,0.0297
gondrath_sammar_cabed,split_06,0.2704,0.05,0,,0.02606
graw_aegas_cenedril,split_06,0.2606,0.084,0,,0.0242
graw_baug_sador,split_06,1.066,0.038,0,,0.04154
graw_nell_drego,split_06,1.299,0.149,0,,0.04489
grond_corf_cugu,split_06,0.2213,0.115,0,,0.02467
grond_lam_aiglos,split_06,0.5696,0.07,0,,0.03095
grond_mund_cugu,split_06,0.8952,0.023,0,,0.0389
grond_ungol_gil,split_06,0.9076,0.031,0,,0.03738
gul_idhren_rist,split_06,0.7976,0.186,0,,0.03599
guldur_nidh_imloth,split_06,0.3568,0.014,0,,0.02752
guldur_rhach_hub,split_06,0.1753,0.051,0,,0.02398
gwador_Ithil_fervain,split_06,1.133,0.034,0,,0.0437
gwador_perian_sammar,split_06,0.8688,0.031,0,,0.0379
gwael_caras_rodwen,split_06,0.2885,0.02,0,,0.0249
gwael_saew_haudh,split_06,0.239,0.015,0,,0.02523
gwaloth_adan_luin,split_06,1.105,0.037,0,,0.04322
gwaloth_gondrath_raug,split_06,0.2234,0.031,0,,0.0248
gwaloth_mithril_dannas,split_06,0.6679,0.048,0,,0.03444
gwanur_aeruil_lebdas,split_06,0.7901,0.128,0,,0.03592
gwilwileth_hu_hub,split_06,0.2952,0.056,0,,0.02566
hador_ruith_thangail,split_06,1.747,0.04,0,,0.05558
hador_saig_drafn,split_06,0.6305,0.153,0,,0.0313
haeron_galenas_ithron,split_06,1.749,0.065,0,,0.05535
haeron_gul_thurin,split_06,1.185,0.019,0,,0.04298
haeron_lass_Mirion,split_06,0.2459,0.039,0,,0.02495
hal_corch_gwachaedir,split_06,0.1048,0.468,0,,0.02313
hand_lass_celair,split_06,0.1638,0.066,0,,0.02387
haradrim_vin_nimp,split_06,4.452,0.014,0,,0.11023
haust_ungol_faun,split_06,0.4836,0.021,0,,0.0301
heledh_amdir_hwiniol,split_06,0.6109,0.153,0,,0.03179
heledh_haeron_nana,split_06,0.2535,0.057,0,,0.02464
heledh_soga_minas,split_06,0.2514,0.062,0,,0.02503
heleg_araf_pilin,split_06,0.2202,0.073,0,,0.02494
heleg_malad_rudh,split_06,0.5632,0.074,0,,0.03041
helegnen_melethril_celair,split_06,0.6372,0.011,0,,0.03196
hervess_angos_lass,split_06,0.5373,0.151,0,,0.03123
hervess_lebdas_rust,split_06,0.2216,0.015,0,,0.0249
hervess_lin_onodrim,split_06,0.2838,0.017,0,,0.0251
hu_anann_maecheneb,split_06,0.104,0.042,0,,0.02218
hu_cae_pethron,split_06,0.2534,0.031,0,,0.02434
iar_myril_cirion,split_06,1.691,0.165,0,,0.05461
iaun_luithien_lobor,split_06,0.4984,0.033,0,,0.03051
idhren_callon_agarwaen,split_06,0.5136,0.038,0,,0.03044
idhren_erchion_tobas,split_06,0.2694,0.059,0,,0.02537
imrath_ungol_lain,split_06,1.146,0.013,0,,0.04302
ingem_faen_alag,split_06,0.2931,0.025,0,,0.02575
ingem_lost_angos,split_06,0.6751,0.006,0,,0.0344
inias_araf_iaun,split_06,1.322,0.014,0,,0.04514
iphant_gwaun_Gwathuirim,split_06,0.2463,0.094,0,,0.02503
iphant_heron_ank,split_06,0.4574,0.115,0,,0.02946
ist_haust_achad,split_06,0.1432,0.023,0,,0.02258
ist_lain_minas,split_06,0.3151,0.061,0,,0.02604
ithildin_ruith_malad,split_06,1.197,0.076,0,,0.04411
ithron_per_min,split_06,0.2746,0.057,0,,0.02524
lacha_glaur_gwaloth,split_06,4.728,0.013,0,,0.11617
lachenn_ablad_mund,split_06,0.1717,0.042,0,,0.02389
laer_faen_callon,split_06,4.886,0.106,0,,0.11697
laes_cund_uanui,split_06,0.2713,0.036,0,,0.02515
lagor_aphadrim_dunedhel,split_06,0.1192,0.736,0,,0.02232
lagor_celair_tachol,split_06,0.2099,0.046,0,,0.02375
lagor_ithron_cae,split_06,0.2581,0.013,0,,0.02534
lagor_nur_gond,split_06,0.4283,0.028,0,,0.0281
lalaith_cugu_ruith,split_06,0.2377,0.014,0,,0.0245
lalaith_cuin_ram,split_06,0.5153,0.024,0,,0.03102
lasguil_minai_ank,split_06,0.1202,0.03,0,,0.02163
lass_ingem_myril,split_06,0.2499,0.015,0,,0.0254
lathron_Mirion_callon,split_06,0.5777,0.111,0,,0.03375
laug_ungol_cabed,split_06,0.212,0.015,0,,0.02461
lebed_bellas_lhug,split_06,0.5507,0.015,0,,0.0306
lebed_ithron_drafn,split_06,0.229,0.02,0,,0.02423
lebed_rodwen_per,split_06,0.6982,0.02,0,,0.03469
lebenedh_salab_tavor,split_06,1.298,0.056,0,,0.04686
lebenedh_tegilbor_alae,split_06,1.101,0.057,0,,0.04176
lembas_corch_nana,split_06,1.287,0.281,0,,0.04455
lembas_eglan_hud,split_06,1.129,0.022,0,,0.04269
lembas_panas_hal,split_06,0.3132,0.089,0,,0.02537
limlug_perian_gil,split_06,1.504,0.022,0,,0.04927
lin_forodrim_lost,split_06,0.504,0.019,0,,0.03044
lin_pess_eilian,split_06,0.457,0.035,0,,0.02874
lin_tang_thangail,split_06,0.9515,0.016,0,,0.04035
lobor_pent_iphant,split_06,0.906,0.019,0,,0.03788
lorn_ingem_Ithil,split_06,2.351,0.042,0,,0.06551
loss_galas_aith,split_06,1.252,0.055,0,,0.04446
loss_iaun_cund,split_06,0.6265,0.024,0,,0.03197
lossen_heron_gil,split_06,0.996,0.018,0,,0.03927
lossen_puig_imloth,split_06,0.323,0.024,0,,0.02635
lost_in_grond,split_06,0.2607,0.053,0,,0.02592
luin_hud_adel,split_06,1.036,0.038,0,,0.0408
luin_ylf_rom,split_06,0.9345,0.042,0,,0.03764
luithien_rhosc_midh,split_06,0.3375,0.038,0,,0.02552
lunt_laes_mereth,split_06,0.9933,0.011,0,,0.03968
lunt_rach_thor,split_06,1.244,0.02,0,,0.04638
maen_erchion_Eluwaith,split_06,0.5335,0.03,0,,0.03143
magol_Eluwaith_Ithil,split_06,0.2698,0.066,0,,0.02456
magor_uanui_melethron,split_06,0.0711,0.023,0,,0.02125
malad_lam_romru,split_06,0.5289,0.069,0,,0.03041
manadh_bellas_helegnen,split_06,1.102,0.019,0,,0.04337
melethril_ithildin_hend,split_06,0.2707,0.013,0,,0.02519
melethril_laer_nestad,split_06,0.4298,0.041,0,,0.02925
melethril_nimp_dannas,split_06,0.9481,0.057,0,,0.03802
menel_thurin_ablad,split_06,0.7999,0.058,0,,0.03526
mereth_per_idhren,split_06,0.898,0.019,0,,0.03719
meril_galadhrim_iar,split_06,0.5628,0.012,0,,0.03056
meril_iaun_archam,split_06,0.6184,0.018,0,,0.03222
merilin_anann_magor,split_06,0.9391,0.065,0,,0.03803
midh_aegas_edlothiad,split_06,1.236,0.024,0,,0.0449
minai_iar_emel,split_06,0.9941,0.044,0,,0.03905
minai_rhach_cae,split_06,0.5146,0.053,0,,0.03084
minas_helegnen_mil,split_06,0.1313,0.011,0,,0.02335
minas_saer_eilian,split_06,0.9538,0.034,0,,0.03844
minas_sogannen_maethor,split_06,0.6897,0.122,0,,0.03318
mindon_gli_firion,split_06,1.598,0.034,0,,0.05277
minuial_dol_rhun,split_06,0.1755,0.049,0,,0.02368
mirdan_minuial_Mithrim,split_06,0.2797,0.096,0,,0.02532
morn_firen_celair,split_06,0.5798,0.056,0,,0.03188
muinthel_hun_eirien,split_06,1.269,0.06,0,,0.04448
muinthel_lobor_cugu,split_06,0.2458,0.07,0,,0.02452
muinthel_morgul_aear,split_06,1.31,0.112,0,,0.04628
muinthel_tirith_alag,split_06,0.4585,0.014,0,,0.02862
mund_nestad_tavor,split_06,0.8929,0.027,0,,0.03678
myril_callon_randir,split_06,0.8686,0.026,0,,0.03804
myril_gul_cyron,split_06,1.668,0.041,0,,0.05523
myril_nur_hub,split_06,0.5299,0.022,0,,0.03102
nadhras_Sindarin_cae,split_06,0.1359,0.03,0,,0.02235
nadhras_pendrath_ryn,split_06,0.2899,0.068,0,,0.02534
nagol_galvorn_glae,split_06,0.3401,0.056,0,,0.0261
nana_celeb_andrann,split_06,0.2061,0.125,0,,0.02353
narthan_rhach_glaur,split_06,0.06339,0.01,0,,0.02126
nath_gwathui_aran,split_06,0.111,0.06,0,,0.0228
neledh_gondrath_aderthad,split_06,1.213,0.118,0,,0.04386
neledh_nagol_paich,split_06,0.4665,0.014,0,,0.02789
neledh_nimbrethil_onodrim,split_06,0.2368,0.036,0,,0.02463
nell_luin_cuil,split_06,0.2082,0.054,0,,0.02518
nestad_magor_Druadan,split_06,0.4745,0.07,0,,0.02944
nidh_eglan_adar,split_06,0.1983,0.035,0,,0.02426
nim_espalass_ungol,split_06,0.3656,0.041,0,,0.02729
nimp_riel_saelor,split_06,1.411,0.063,0,,0.04905
ninglor_ah_aes,split_06,0.1851,0.023,0,,0.02351
noroth_raef_Rochirrim,split_06,0.3351,0.012,0,,0.02656
nothrim_thavron_yll,split_06,0.2114,0.03,0,,0.02436
nur_alae_saew,split_06,0.4938,0.078,0,,0.02942
nur_amlug_hend,split_06,4.149,0.025,0,,0.0997
ogol_nimbrethil_onodrim,split_06,0.9362,0.033,0,,0.03874
panas_barad_cae,split_06,0.08475,0.117,0,,0.02201
parf_ogol_ai,split_06,0.2661,0.018,0,,0.02508
pendrath_barad_per,split_06,1.985,0.007,0,,0.06183
per_ithildin_gli,split_06,0.1291,0.051,0,,0.02303
per_menel_rhun,split_06,0.3257,0.019,0,,0.02592
perian_firion_lebed,split_06,0.4707,0.085,0,,0.03005
pilin_haradrim_galadhrim,split_06,0.9185,0.013,0,,0.03741
pod_rusc_agarwaen,split_06,1.337,0.069,0,,0.04548
puig_thul_balrog,split_06,0.1951,0.034,0,,0.0231
rach_glamog_sogannen,split_06,0.1949,0.009,0,,0.0235
raef_calad_aegas,split_06,1.107,0.023,0,,0.04186
raef_gil_tavor,split_06,2.079,0.024,0,,0.06307
raef_lam_gaurwaith,split_06,0.6233,0.022,0,,0.03383
raegdan_luin_bain,split_06,0.5018,0.024,0,,0.03125
ram_adan_cuil,split_06,0.703,0.029,0,,0.03351
ram_hal_dol,split_06,0.2753,0.071,0,,0.02417
randir_acharn_aegas,split_06,0.335,0.037,0,,0.02591
randir_minuial_archam,split_06,0.1883,0.031,0,,0.02417
randir_pennas_tachol,split_06,1.363,0.081,0,,0.04626
raug_gwael_tegilbor,split_06,0.3142,0.021,0,,0.02659
rhun_rudh_raef,split_06,0.1819,0.083,0,,0.02356
rist_gellui_eirien,split_06,0.1299,0.112,0,,0.02267
rochben_rovalug_edlothiad,split_06,0.4862,0.1,0,,0.03052
rochir_amlug_honeg,split_06,0.2553,0.02,0,,0.02462
rochir_sirion_muil,split_06,0.391,0.039,0,,0.02758
rodwen_harad_bellas,split_06,0.1181,0.014,0,,0.0233
rom_aderthad_in,split_06,0.00096,0.043,0,,0.02121
rom_aeglir_haust,split_06,0.21,0.048,0,,0.02387
rom_agarwaen_ist,split_06,0.5059,0.008,0,,0.02933
rom_ira_Sindarin,split_06,0.5444,0.045,0,,0.03034
rom_saelor_imlad,split_06,0.1167,0.505,0,,0.02258
romru_lam_adar,split_06,1.281,0.025,0,,0.04517
rovalug_min_naer,split_06,1.348,0.024,0,,0.0474
rovalug_nim_galad,split_06,0.2059,0.034,0,,0.0238
ryn_gond_callon,split_06,0.3564,0.02,0,,0.02683
sador_luin_iphant,split_06,0.5634,0.031,0,,0.03179
sador_uir_hu,split_06,1.03,0.012,0,,0.04045
saelor_narthan_braig,split_06,0.4949,0.01,0,,0.03062
saer_tinnu_gondrath,split_06,0.1807,0.027,0,,0.02337
saew_echad_baneth,split_06,1.973,0.019,0,,0.05959
saig_lebed_anann,split_06,0.6672,0.02,0,,0.03289
salab_ruith_imlad,split_06,0.6915,0.049,0,,0.03457
soga_fervain_Ithil,split_06,0.7258,0.067,0,,0.03463
soga_lachenn_gilgalad,split_06,0.2988,0.045,0,,0.02558
sogannen_annon_lasguil,split_06,0.4909,0.121,0,,0.02811
sogannen_ylf_luith,split_06,0.5576,0.116,0,,0.02938
tachol_alagos_dol,split_06,2.634,0.04,0,,0.07302
tachol_dirnaith_lebdas,split_06,0.3617,0.009,0,,0.02768
tachol_guldur_thavron,split_06,1.1,0.063,0,,0.04082
tachol_rusc_ist,split_06,0.6584,0.385,0,,0.03406
tamin_hadhod_myril,split_06,0.2864,0.01,0,,0.02486
tamin_honeg_hend,split_06,1.329,0.014,0,,0.0462
tang_nothrim_tavor,split_06,0.2033,0.025,0,,0.0238
tann_menel_pendrath,split_06,1.199,0.074,0,,0.0441
tann_salab_gwaun,split_06,0.6357,0.013,0,,0.03241
tavor_nestad_laer,split_06,0.454,0.018,0,,0.02973
thamas_elu_nimbrethil,split_06,0.3198,0.025,0,,0.02571
thangail_achad_nell,split_06,0.3996,0.038,0,,0.02763
thavron_gwarth_merilin,split_06,1.1,0.02,0,,0.04148
thor_adab_thangail,split_06,1.602,0.113,0,,0.05264
thul_aduial_lost,split_06,0.485,0.028,0,,0.03021
thurin_lhug_cyron,split_06,0.2632,0.069,0,,0.02618
thurin_nidh_tegilbor,split_06,0.2371,0.078,0,,0.02446
tirith_rhach_uruk,split_06,0.2696,0.058,0,,0.02551
tobas_saer_cyron,split_06,0.5587,0.056,0,,0.03116
toll_celair_loss,split_06,0.09523,0.065,0,,0.02162
